"Group","SHA1","ID","Folder","FileName","Title","[Removed]","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
"Song Player",,001d5aa958b1d16529e58ecf1822733a5131d51f,,,"Song Player: Secret Agent Man",,,,1999,"Joseph Zbiciak",,?,,,,,,,,,@,,,
"Advanced Dungeons & Dragons: Cloudy Mountain",,009683f3a40adbdd97b7256d64614feff12469ae,,,,,,,1982,Mattel,,?,,,,,,,,,@,,,
@,,0096a526216b08156eaae9a614b69d776a9fc7c1,,,Pac-Man,,,@,2010/08/08,DZ-Jay,@,@,"Input Test",@,@,@,@,@,@,@,@,,,
@,,02e91fd544bca504799d82f1e65a9db920033e4b,,,"Eggs N Eyes",,,@,1997,@,@,@,@,@,@,@,@,@,@,@,@,,,
"Song Player",,03170f3ca8dee8aa785259126eddb006d8cfa6e0,,,"Song Player: Creep",,,,1999,"Joseph Zbiciak",,?,,,,,,,,,@,,,
@,,04466e0ab547fa559d773e58981ccd2e2d026666,,,Pac-Man,,,@,2010/09/19,DZ-Jay,@,@,@,@,@,@,@,@,@,@,@,,,
Spirit,,064ecfb609b7c2eaa6ceca213c8a29655508f23c,,,,,,V1.0,2003,"Arnauld Chevallier",,?,,,,,,,,,,,,
@,,083a3e7405b8f8b4b8a5003ca9c31b8d824b535c,,,"Entertainment Computer System",,,@,19xx,"Mattel Electronics",@,@,@,@,@,@,@,@,@,@,@,,,
@,,08454a5f7b44730aa8249623785dd7a6471ab98f,,,"Lock 'N' Chase",,,@,1982,Mattel,@,@,@,@,@,@,@,@,@,@,@,,,
@,,08880cf77ed6ab9a20b9a2161ac2bb998b42bc78,,,"TRON Solar Sailer",,,@,1982,"Mattel Electronics",@,@,"Intellivoice | 5393",@,@,@,@,@,@,@,@,,,
"Super Pro Football",,08c97d4e23b8033d9437241c1f4d8a1486d1e9ea,,,,,,,1986,"INTV Corporation",,?,,,,,,,,,@,,,
Atlantis,,094b207668c03a6d903270490f495ddc237cd8d7,,,,,,,1981,Imagic,,!,,,,,,,,,@,,,
@,,09be21f691ec08d4ef3a33867d6f7232c0fa7556,,,"Warp 4 Demo",,,@,20xx,"Chevallier, Arnauld",@,@,@,@,@,@,@,@,@,@,@,,,
"Sharp Shot",,0a0230a5c06f3593d683458aec3d81654904f16d,,,,,,,1982,Mattel,,?,,,,,,,,,@,,,
@,,0a1557a2d5720b7116fab60d7ab528189a23be03,,,"Melody Blaster",,,@,1983,"Mattel Electronics",@,@,"req music synthesizer | 4540",@,@,@,@,@,@,@,@,,,
@,,0a1b012719f4b7a89fa57ef6ee4d7f8e556b10f7,,,"Stadium Mud Buggies",,,@,1988,INTV,@,@,9100,@,@,@,@,@,@,@,@,,,
"Royal Dealer",,0b53bb03d25c345657baa388478aa8df94026c33,,,,,,,1981,Mattel,,?,,,,,,,,,@,,,
SDK-1600,,0b988381c3e78cd8a7e14667ffb704ecf2eb2a5f,,,"SDK-1600 Hello World",,,,2002,"Joseph Zbiciak",,?,,,,,,,,,,,,
@,,0c29a0b4de011874f27c517f1f9ef16b16fdb4fc,,,"SameGame & Robots",,,@,2005,IntelligentVision,@,@,"download version | 9114",@,@,@,@,@,@,@,@,,,
@,,0cd925a9e42c8cba27462b10e8925a0d64aa8870,,,"Dig Dug",,,@,1987,INTV,@,@,"4&7 both keypads starts Deadly Dogs | 9005",@,@,@,@,@,@,@,@,,,
@,,0f54ee719269ac96443ceab78f96224ce1516296,,,"Masters of the Universe: The Power of He-Man",,"Masters of the Universe - Power of He-Man",@,1983,"Mattel Electronics",@,@,4689,@,@,@,@,@,@,@,@,,,
Motocross,,109e0a05e73239962ded327827c7957960802744,,,,,,,1982,Mattel,,?,,,,,,,,,@,,,
"PSG Tinkerer",,10fbf1123606d57be346ae371d64bfb707069970,,,,,,,2002,"Ryan Kinnen",,?,,,,,,,,,,,,
Brickout!,,12895e3e9ce094e393fe996383be1d48ba5be77f,,,,,,,1981,Mattel,,?,,,,,,,,,@,,,
Tutankham,,12a96e4111082f1cf5bee27f850f28e20009681b,,,,,,,1983,"Parker Bros",,?,,,,,,,,,@,,,
"Learning Fun II: Word Wizard Memory Fun",,134af61bc7b06489d35a7474f8a29ef80db6f332,,,,,,,1987,"INTV Corporation",,?,,,,,,,,,@,,,
Microsurgeon,,1390f0076470504037720b20f84404d502988231,,,,,,,1982,Imagic,,!,,,,,,,,,@,,,
Carnival,,13aa104e884701d74e144b85b9583579d1980e80,,,,,,,1982,Coleco-CBS,,?,,,,,,,,,@,,,
"RPN Calculator",,13cb08e1f3754d001e2ebb88f7364e50d39a375c,,,,,,V1.0,2003,"Arnauld Chevallier",,?,,,,,,,,,,,,
"Night Stalker",,13e321593daf93c2e3e964a05e43e4bb21da6ea6,,,,,,,1982,Mattel,,?,,,,,,,,,@,,,
@,,140986d67ba22e5c344e27ac74fa3e14f35097e7,,,"Hover Force",,,@,1986,INTV,@,@,8500,@,@,@,@,@,@,@,@,,,
SDK-1600,,14af746002a7e12b32a1e548899f1b38358b3199,,,"SDK-1600 GRAM-Based Scrolling Demo#2",,,,2002,"Joseph Zbiciak",,?,,,,,,,,,,,,
@,,14d4a6a21674db28eae7275bc6082a41e0aa29c9,,,"IntvWolf: Beta 1",,,beta,2003,"Chevallier, Arnauld",@,@,@,@,@,@,@,@,@,@,@,,,
SDK-1600,,15d96b7a4b6df1c3a2b8474870952b97a44f4203,,,"SDK-1600 Spinning World",,,,2002,"Joseph Zbiciak",,?,,,,,,,,,,,,
"INTV: Intelligent TV Demos",,1744dd7db17b715cd2ef1c1b315d412ea6e20163,,,"Intellivision: Intelligent Television Demo #5932 Revised",,,,1978,Mattel,,?,,,,,,,,,@,,,
@,,175f860c164e3aec12944bb30da59741de0a621f,,,"Super Cobra",,,@,1983,"Parker Brothers",@,@,@,@,@,@,@,@,@,@,@,,,
"Star Strike",,17c37fbc5ff14c55931ae27e21603dff3db66dbe,,,,,,,1981,Mattel,,?,,,,,,,,,@,,,
@,,17d7b63a9bd07ad2165b2df64564821bf9edc54e,,,Pac-Man,,,@,2010,"oggle test",@,@,@,@,*,@,@,@,@,@,@,,,
4-TRIS,,17efae049715528a2a85c9412f5c0ec4824f3557,,,,,,,2001,"Joseph Zbiciak",,?,,,,,,,,,,,,
@,,18193484e0a4995d3ffd9826a9dc3b6579950acf,,,"Body Slam Super Pro Wrestling",,,@,1988,INTV,@,@,9009,@,@,@,@,@,@,@,@,,,
@,,1a70d73512da0f78957bbd74b14077303e4fb905,,,"ZZZZZ! Spina the Bee",,,@,200x,IntelligentVision,@,@,@,@,@,@,@,@,@,@,@,,,
@,,1a8c0476103284237aa3585424d26c61fe31e423,,,Pac-Man,,,@,2010/09/06,DZ-Jay,@,@,@,@,@,@,@,@,@,@,@,,,
Doom,,1a93ab23daef8711a94179297aa04a2c93bc11bf,,,,,,,2002,"Joseph Zbiciak",,?,,,,,,,,,,,,
"Beauty and the Beast",,1b6fd19e745e50e8ea679bd5adfb719d1f276bc5,,,,,,,1982,Imagic,,!,,,,,,,,,@,,,
@,,1bc4d9af71b01cae44099297aeb0f00056463b03,,,"Space Shuttle",,,proto,1981,"Mattel Electronics",@,@,@,@,@,@,@,@,@,@,@,,,
"Advanced D&D: Treasure of Tarmin",,1cf301a48856cff7ac5e2162889fd0f3956d911c,,,Minotaur,,,,1981,Mattel,,?,,,,,,,,,@,,,
SDK-1600,,1d33d8726ee8fb5ddcc5c41f8b342edbb4b2e371,,,"SDK-1600 Bouncing Pixels",,,,2002,"Joseph Zbiciak",,?,,,,,,,,,,,,
@,,1ef12665079d1ce50bd2419b668344a08c9a872f,,,"World Series Major League Baseball",,,@,1983,"Mattel Electronics",@,@,@,@,@,@,@,@,@,@,@,,,
Pitfall!,,1f4087be2c0a51ed08e49e6498794a9d26dc0d65,,,,,,,1982,Activision,,!,,,,,,,,,@,,,
BeamRider,,1faa1d401bc7484492f3e1de433ed73019cbb5b5,,,,,,,1983,Activision,,!,,,,,,,,,@,,,
@,,1fc5ef70f9d1da4b03a355f9c9465d2742d10a5c,,,"PSG Tinkerer",,,@,2002,"Kinnen, Ryan",@,@,@,@,@,@,@,@,@,@,@,,,
@,,20db3279fb6b792799722e5157c20d5b5227e059,,,"Party Line: Blow Out",,,@,1983,"Mattel Electronics",@,@,Unreleased,@,@,@,@,@,@,@,@,,,
@,,211c6012c7d1a1216282bead1b01c58101dd11be,,,"Thin Ice",,,@,1986,INTV,@,@,8300,@,@,@,@,@,@,@,@,,,
"Maze Demo",,2137565416e3b0f29f5fb4e2f06878ae777dba61,,,,,,,1999,-JAMZ-,,?,,,,,,,,,@,,,
"Advanced D&D: Treasure of Tarmin",,227d64182bc8adf46a17903c57c553353dd5e65a,,,Minotaur,,,"v1.1 | Prototype",1981,"Mattel Electronics",,!,,,,,,,,,@,,,
@,,23390658f2c634ba5a3d1f40d72854c44ba3deb0,,,"Chip Shot: Super Pro Golf",,,@,1987,INTV,@,@,8900,@,@,@,@,@,@,@,@,,,
Turbo,,23a4aafcbf5449ef0f8a684e2f87e85761e83af7,,,,,,,1983,Coleco,,?,,,,,,,,,@,,,
@,,2425e6bb365d3d617e80e29580f098eeb5af779b,,,"Super Soccer",,,@,1983,"Mattel Electronics",@,@,Unreleased,@,@,@,@,@,@,@,@,,,
Boxing,,24a10945009acadfe502a5bd5fb5b960885716f4,,,,,,,1980,Mattel,,?,,,,,,,,,@,,,
@,,275ac1f258aaa611163398d9b95a84bad69cd1ae,,,"The Jetsons: Ways With Words",,"Jetsons - Ways With Words",@,1983,"Mattel Electronics",@,@,"req keyboard | 4543",@,@,@,@,@,@,@,@,,,
@,,277a3ad0bdbad4fa8086655bb7508ff4bb0dde5c,,,"Yogi's Frustration",,,@,1983,"Mattel Electronics",@,@,Unreleased,@,@,@,@,@,@,@,@,,,
@,,27891c3026f0a1fb34a13438502960485d33b24f,,,"Space Patrol Teaser Edition",,,@,2007,IntelligentVision,@,@,@,@,@,@,@,@,@,@,@,,,
@,,2833c891028772d2a3acf23dce67e3cd597d486f,,,"Hover Force 3D",,,@,1984,"Mattel Electronics",@,@,Unreleased,@,@,@,@,@,@,@,@,,,
Pong,,289aba851714b0959de896167ed236269572cb2b,,,,,,,1999,"Joseph Zbiciak",,?,,,,,,,,,@,,,
@,,28dabd8e8ca667ecd190c31c3881cbd72af726bf,,,Pac-Man,,,@,2010/11/03,DZ-Jay,@,@,@,@,@,@,@,@,@,@,@,,,
@,,2a6ba9e022bd5684eb7c2c38bdc267dee3e5b85a,,,"Thunder Castle",,,@,1986,INTV,@,@,4469,@,@,@,@,@,@,@,@,,,
@,,2b2d514a6340a659b9ccb4d903341db56ca97df5,,,"Warp 4 Megademo",,,@,200x,"Chevallier, Arnauld",@,@,@,@,@,@,@,@,@,@,@,,,
@,,2b66ea4e7945199752c78f3b1323b76656e1c8d3,,,Biplanes,,,@,1981,Mattel,us,@,@,@,@,@,@,@,@,@,@,,,
@,,2b9b7cf8e86e22ef14ea1a379af95f766539a365,,,"Word Rockets",,,@,1987,"INTV Corporation",us,@,@,@,@,@,@,@,@,@,@,,,
@,,2c0cb8ff8dfa822e992d40de47d73fc809393f95,,,KChess,,,v1.0,2003,"Chevallier, Arnauld",@,@,@,@,@,@,@,@,@,@,@,,,
@,,2c101e5241856691debc75b8012e35e696689c3d,,,"Bomb Squad",,,@,1982,"Mattel Electronics",@,@,"Intellivoice | 3883",@,@,@,@,@,@,@,@,,,
"IMI Test Cart",,2ca1ef7426e62c50dfd5b375428cf09e76600944,,,"IMI Test Cartridge",,,,1978,"Mattel Electronics",,!,,,,,,,,,@,,,
@,,2cfdee85347c1226c48d15cdfd6b8819136db130,,,"Advanced Dungeons & Dragons: Tower of Mystery",,,@,1983,"Mattel Electronics",@,@,Unreleased,@,@,@,@,@,@,@,@,,,
@,,2d6f9169446545b9c0b07fb4898361083307c54e,,,"Number Jumble",,,proto,1983,Mattel,us,@,@,@,@,@,@,@,@,@,@,,,
"Space Armada",,2d8ddc0881b63b2f691a97eab182ed4c3ca56816,,,,,,,1981,Mattel,,?,,,,,,,,,@,,,
"Hover Force",,2d96762d78a63f606b74c6619f3b2b82c381fcce,,,,,,,1986,"INTV Corporation",,?,,,,,,,,,@,,,
"River Raid",,2e148e09261ed89be0578abbb568b7225fc8621b,,,,,,"v1 | Prototype",1983,Activision,,?,,,,,,,,,@,,,
"Auto Racing",,2e3461853f60a1928c5c93bb23deb9229e0230c9,,,,,,,1979,Mattel,,?,,,,,,,,,@,,,
@,,2e479e53bf2d21725e7b5b0897259d7d36ee9133,,,"Robot Rubble",,,proto,1983,Activision,@,@,@,@,@,@,@,@,@,@,@,,,
