"Group","SHA1","ID","Folder","FileName","Title","[Removed]","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
@,,000c2855d4f1fd64ffea7a05e333dc2851d3eaa0,@,@,"Dragon Egg!",,,@,1991,"Masaya | NCS",jp,b,@,@,@,@,@,@,@,@
@,,00e33d4f55c4dbe0ac493053bfebc9d6dbd469ea,@,@,"Kattobi! Takuhai-kun",,,@,1990,"Tonkin House",jp,@,@,@,@,@,@,@,@,@
@,,0107d93ff5d10325092d45e6bfd21e8130efeed7,@,@,Gunhed,,,@,1989,Hudson,jp,@,@,@,@,@,@,@,@,@
@,,01335b9f8cca91ef5abf2a791c124ba0e1f49e04,@,@,"Bikkuriman World",,,@,@,Nec-ro-pole,jp,@,@,@,@,fr-partial,@,@,@,@
@,,01ad5bbd7316740409e01917c19494cb26173ff5,@,@,"Adventure Island",,,@,1991,Hudson,jp,@,@,@,@,@,@,@,@,@
@,,01d930c1ba30157375341a4ced7e7797b4ab9fbe,@,@,"Cross Chase",,,@,2018-08-04,iny,@,@,8K,@,*,@,@,@,@,@
@,,032ef8b89b72ed30262d29427a0beda14ff00ce8,@,@,"Dragon Spirit",,,@,@,Raph99,jp,@,"infinite energy",@,*,fr,@,@,@,@
@,,0363a06c122e905a4cf4e8a3bb02b539a346f27a,@,@,"Bloody Wolf",,,@,1990,NEC,us,b,@,"PC Engine compatible",@,@,@,@,@,@
@,,03d0638f27d35b28b7e5e7db16f823de0726c2c5,@,@,"Bubblegum Crash!: Knight Sabers 2034",,,@,1991,Naxat,jp,@,@,@,@,@,@,@,@,@
@,,046ff46d6712c0693e5f03f30635685753a0670f,@,@,"Detana!! TwinBee",,,@,1992,Konami,jp,b,@,@,@,@,@,@,@,@
@,,05169214f402c13a34c151c928846348019b577a,@,@,"Final Blaster",,,@,1990,Namco,jp,@,"infinite lives",@,*,@,@,@,@,@
@,,053b1b110c57ced5847aad6aacddd18f3ac866f4,@,@,Falcon,,,@,1992,"Sphere | Turbo Technologies",us,b,@,@,@,@,@,@,@,@
@,,060d0fedef9599ed456daaeecec1ab990e88809a,@,@,Chew-Man-Fu,,,@,1990,"Hudson | NEC",us,b,@,"PC Engine compatible",@,@,@,@,@,@
@,,06ff950f8b8f119591f62a82ffd2f2414f3eba90,@,@,"Keith Courage in Alpha Zones",,,@,@,GreekRoms,us,@,@,@,@,el,@,@,@,@
@,,07b39d5315aa07bf880b89b10dc3c01ed7ced5ab,@,@,"Battle Royale",,,@,1990,"Incredible Technologies | NEC",us,@,@,@,@,@,@,@,@,@
@,,07dbea4c5e67cd4518535805801e8dad76130bd7,@,@,"Double Dungeons",,,@,1989,"Masaya | NCS",jp,b,@,@,@,@,@,@,@,@
@,,0853bd059b1a5a8cc48c76c4e7587220361e6a01,@,@,"Doraemon: Meikyuu Daisakusen",,,@,1989,Hudson,jp,@,"Bcorrupt gfx",@,@,@,@,@,@,@
@,,08a86b9f798f95ba6d336c59bbda8c72f97566a5,@,@,"Cross Chase",,,@,2021-05-13,iny,@,@,8K,@,*,@,@,@,@,@
