"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
MONKEYJT,,0220b09892c1b729678fec7c58b1beb556a21a55,,,,,,,,,,,,,,,,,,,,,
DONKEY_KONG_JR_TABLE_TOP,,022b0354ffc41e3d55bcc7a09d3ecee93b8c524d,,,DKONGJRC,,,,,,,,,,,,,,,,,,
EGG_1981_,,02ff82d2032f9b343d040d2a233248223c04278e,,,EGG,,,,,,,,,,,,,,,,,,
LAS_VEGAS,,08daf8fda2fdc645af98c32e736a59b533e7fac0,,,LASVEGAS,,,,,,,,,,,,,,,,,,
MICKEY_MOUSE,,0cdabcc1eaa10aa2598bd01ab7f35e10724110a2,,,MICKEYMW,,,,,,,,,,,,,,,,,,
Digimon,,0f80e09cbda119146505f657cfbde996cae3a5b9,,,FIMAIN,,,,,,,,,,,,,,,,,,
Octopus,,0f80e09cbda119146505f657cfbde996cae3a5b9,,,FIMAIN,,,,,,,,,,,,,,,,,,
EXPLORERS_OF_SPACE,,0fdc78c210d060a6006df4c60a5e9608f581ac45,,,MANUAL,,,,,,,,,,,,,,,,,,
DONKEY_KONG_JR,,10de99497a86b94041b65d63654b4f7b731dbd53,,,DKJRSIM,,,,,,,,,,,,,,,,,,
MARIO_S_BOMBS_AWAY,,128eb262caa586f5769faadf5f108fda396d21c4,,,MANUAL,,,,,,,,,,,,,,,,,,
MARIO_S_BOMBS_AWAY_PROTO,,128eb262caa586f5769faadf5f108fda396d21c4,,,MANUAL,,,,,,,,,,,,,,,,,,
MONKEY_JUMP,,1349d5343c4d0f5c0a4fe4d91be5fd1f5d6eed1b,,,MONKEYJ,,,,,,,,,,,,,,,,,,
HEATHCLIFF,,134b8409d8ce0e52ead2ecca1be3c263138f5b86,,,HEATHCLF,,,,,,,,,,,,,,,,,,
HEATHCLIFF,,134b8409d8ce0e52ead2ecca1be3c263138f5b86,,,HEATHCLF,,,,,,,,,,,,,,,,,,
EXPLORERS_OF_SPACE,,1528ecb56596f5b9a15085a806c6efb562a56ce7,,,EGG_MG13,,,,,,,,,,,,,,,,,,
FLAGMAN,,1572476a86a345e56fed91049b2c902ab44328ca,,,,,,,,,,,,,,,,,,,,,
FIRE_ATTACK,,16982fbd364c3d59519e0846ef3575027f7bf751,,,FIRE_ATTACK_SIMULATOR_V1_4,,,,,,,,,,,,,,,,,,
PENGUIN_LAND,,1740650a1c7cab7f0f1ed5ff60b509c34f8cde3e,,,PENGLAND,,,,,,,,,,,,,,,,,,
