"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
@,,00032798bd4cc01323e663e98634b82a74b0dc53,,,"Invaders from Hyperspace",@,,,1980,Philips,us,,,,,,,,,,,,
@,,00ef6868724a6826534da620f34dad207fcb3800,,,"Blockout + Breakdown",@,,,1981,Philips,"eu,us",,,,,,,,,,,,
@,,01dd021a1bcdafb58cb2bcca051934f05e978c53,,,"Nimble Numbers Ned",@,,,1978,Philips,us,,,,,,,,,,,,
@,,04543bdbea8112f7cc55caef5da9445d08d65e46,,,"La Quete des Anneaux",@,"Quete des Anneaux, La",,1981,Philips,fr,,,,,,,,,,,,
@,,052bc62eb03e2673a802bab866dd0ab3c39fd584,,,"Casino Slot Machine",@,,,1980,Philips,"eu,us",,,,,,,,,,,,
@,,0831c3212a9e0a588a242dcd2b136e350aaceac9,,,"4 en 1 Ligne",@,,,1982,Philips,fr,,,,,,,,,,,,
@,,086a29eb625c935295157ce62ca9717dffff2af0,,,"Armored Encounter + Sub Chase",@,,,1980,Philips,"eu,us",,,,,,,,,,,,
@,,0904ea45c011d12857477db04b4d1c87544f27e6,,,"Verkehrsspiele Traffic Games 2",@,,,1982,"CSV - Philips",de,,,,,,,,,,,,
@,,0a91bdb293f52ac37414a63f71d90c6338a4a91a,,,"Neutron Star",@,,"Language proto",1983,Philips,eu,,,,,,,,,,,,
@,,0beda7b36259b3be84d34206a77a35cd3f04892f,,,Frogger,@,,,1983,"Parker Brothers",eu,,,,,,,,,,,,
@,,0e819a4b0f17520da24ff79901197f5397cb9a26,,,UFO,@,,,1981,Philips,us,,,,,,,,,,,,
@,,11065dfbc22dd9ed7609cbcc7f8c6d3bc5b004ee,,,Morse,@,,,1983,Philips,fr,,,,,,,,,,,,
@,,12f08273e6c5e97e0a35c4033bd7527bb8a559d3,,,"Guerre Laser",@,,,1980,Philips,fr,,,,,,,,,,,,
@,,14a37a38c582d8822cb78fb0aace221a2fa9a44c,,,Baseball,@,,,1980,Philips,"eu,us",,,,,,,,,,,,
@,,183b3b1b70db58cc9ada575cc324353f2e89c2ce,,,Newscaster,@,,,1980,Philips,eu,,,,,,,,,,,,
@,,1cd0685ab0dfbbe8313ae9dbfe61879f0c75f981,,,"4 in 1 Row",@,,,1982,Philips,eu,b,"b 1",,,,,,,,,,
@,,1fdca749675f62212d0b79c5f0911bcabc4e4e11,,,Turtles,@,,,1983,Philips,eu,,,,,,,,,,,,
@,,20c6e4035ce8dd5a8f331c18ceef1056dc9ce818,,,Dynasty,@,,,1980,Philips,us,,,,,,,,,,,,
@,,21931ab2b959ed532be36563cc84297fb53c8a21,,,"Power Lords",@,,,1978,Philips,us,a,"a 1",,,,,,,,,,
@,,241160f0691a394afe632b5b29969dae2d8f2d34,,,"Desafio Chines",@,,,1980,Philips,br,,,,,,,,,,,,
@,,2630c304b6beb0f8021578277be68e837202895d,,,"Bowling + Basketball",@,,,1980,Philips,"eu,us",,,,,,,,,,,,
@,,283ae5fa1d6e89a5ac921c7f2e21a89a67dd138c,,,"Billiard Americain",@,,,1981,Philips,fr,,,,,,,,,,,,
@,,29d078f587be2afa4612800c64a5af72705e5681,,,"Speedway + Spin-out + Crypto-logic",@,,,1978,Philips,"eu,us",,,,,,,,,,,,
@,,2a55d179acfd9fe31b5f8f0ed0e2379b584f7c8a,,,"Prendre l'Argent et Fuir",@,,,1980,Philips,fr,,,,,,,,,,,,
@,,2d78ccbb56e8b43bb8101b2a1932f5e778b9dbc3,,,"Demon Attack",@,,,1983,Imagic,"eu,us",,,,,,,,,,,,
@,,2fc0080d132e0063e21fd72d501eef94d3eefab8,,,"Red Baron",@,,,19xx,@,eu,a,"a 1",,,,,,,,,,
@,,30cbbec570fa0872c13e89ddc312b2f74e3749fb,,,"Jeu de Quilles + Basketball",@,,,1980,Philips,fr,,,,,,,,,,,,
@,,31c1b0e10d9f56a6d885e6db5a55aa35c407b740,,,Amok,@,,,1998,"Dondzilla, John",@,,,,,,,,,,,,
@,,32759c8d502cd8b959da5f03351db7cd46c8f96a,,,"Quest for the Rings",@,,,1981,Philips,"eu,us",,,,,,,,,,,,
@,,3391e48c0048a2f588d8238bb202e2ec346a6ad4,,,"K.C.'s Krazy Chase",@,,,1982,Philips,"eu,us",,,,,,,,,,,,
@,,350a9e3f95dbf2d5e7aa1ddbd5e531300ddeeee4,,,Pinball,@,,,19xx,@,us,,,,,,,,,,,,
@,,364504ffce1108bcf09a5cc784f7ea2cf141f7b8,,,Football,@,,,1980,Philips,"eu,us",,,,,,,,,,,,
@,,3a032c9be1081db58f28f906940641d74d6bae2b,,,"Electronic Table Soccer",@,,,1981,Philips,"eu,us",,,,,,,,,,,,
@,,3cb324b047cbac8ec4381150b1c2aee98573841b,,,"Loony Balloon",@,,"Language proto",1983,Philips,eu,,,,,,,,,,,,
@,,3cc218587116eb105e95ffce9eb1b5e268258d4a,,,Nightmare,@,,,1983,Philips,eu,,,,,,,,,,,,
@,,3d188d49d4a2409f66ac86bcf58d90d35908032b,,,"Laser War",@,,,1980,Philips,eu,,,,,,,,,,,,
@,,3e10fc687b1d07612305f680f24590f99842e62b,,,"Las Vegas Blackjack",@,"Vegas Blackjack, Las",,1980,Philips,"eu,us",,,,,,,,,,,,
@,,40458eaf84a71f509b4069775e49551ce5152697,,,"Type & Tell",@,,,1978,Philips,us,,,,,,,,,,,,
@,,4266ca9aa34ace118edd8153e2847cfa94a9a2f0,,,"Martian Threat",@,,,19xx,Philips,eu,,,,,,,,,,,,
@,,431bd5b4ee86e62500eab263e073a585656d16c6,,,"Chinese Logic",@,,,1980,Philips,eu,,,,,,,,,,,,
@,,46716a927b902759bfe252022f84186098fb5863,,,"Super Cobra",@,,,1983,"Parker Brothers",br,,,,,,,,,,,,
@,,498cb0882d8a692042889e83775a83cf267a1837,,,"I've Got Your Number",@,,,1980,Philips,"eu,us",,,,,,,,,,,,
@,,4b1d675cb1fbf72ed35681e2b2e6e99fed7154cd,,,Spider-Man,@,,,19xx,"Parker Brothers - Philips",eu,,,,,,,,,,,,
@,,4dac55de1afadc1af2ac9166d7d47c462a8e797a,,,"Math-A-Magic + Echo",@,,,1980,Philips,"eu,us",,,,,,,,,,,,
@,,4dd1f09bc4ac633033554ff1f95cf848f577b459,,,"K.C. Munchkin",@,,,1982,Philips,us,b,"b 1",,,,,,,,,,
