"Group","SHA1","ID","Folder","FileName","Title","[Removed]","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
"RealSports Football",,0028d8cf46c4205f665ca05ad115c1a54a85aa9f,,,,,,"Football II | Prototype",1982,"Atari, Alan J. Murphy, Robert Zdybel",,?,CX2668,,,,,,,,,,,
"!Public Domain: Games",,002bb30e6704813bef4b41496e38ee8b4a84fc57,,,Hack'Em!,,,,2004/05/19,"Shay, Nukey",,?,,,,,,,,,@,,,
"Indy 500",,00332b2e9c98e403eb0af200363ab7ba903db9fb,,,"Yves Larouche 16",,,,,,,?,,,,,,,,"Indy 500",@,,,
Pac-Man,,003c213f159f4e3968f350ec8b8f4b51da40cb83,,,"TP Bug",,,,,"Charles Morgan",,?,,,,,,,,Pac-Man,,,,
"!Public Domain: Miscellaneous",,004b8081fd2224e035f4371085d43a0c72beba65,,,"Playfield Illustration and Logo Demo",,,,2001,"Jake Patterson",,?,,,,,,,,,,,,
"Track and Field",,005a6a53f5a856f0bdbca519af1ef236aaa1494d,,,,,,,1984,Atari,,?,,,,,,,,,,,,
"!Public Domain: Miscellaneous",,009280e624ba1d4ed38bbffe2e41f7de1b79a3cb,,,"Trick 12",,,,2001,TJ,,?,,,,,,,,,,,,
"Space Invaders",,0093be602df04fb110312add97c29449ba537237,,,"Ant Attack",,,,,neotokeo2001,,?,,,,,,,,"Pepsi Invaders",@,,,
Wall-Defender,,009a42d71262d3267ae315a392519664cc2f24b4,,,,,,PAL,,HES,,?,,,,,,,,,,,,
"Indy 500",,00a9c11e7150a03e8d23e8871036994921810507,,,"Walter Lauer_3",,,,,"Walter Lauer",,?,,,,,,,,"Indy 500",@,,,
Combat,,00bae585f61cd3684cb8caf4f48c8ff92fae3c0a,,,"Adrian M_1",,,,,,,?,,,,,,,,Combat,@,,,
"Party Mix",,00c90aea85bd8272cb34ce23fd0e5f0d36a1ea48,,,,,,"3 of 3 | PAL",1982,Starpath,,?,,,,,,,,,,,,
"Music Machine",,00c98a1c528d0039382f4562cca85fa24e0e9f86,,,,,,,1983,Sparrow,,b,,,,,,,,,@,,,
Golf,,00cd8fe0c6a9b0a41491e011d361651643d6a8ce,,,,,,,1980,Atari,,o,,,,,,,,,@,,,
