"Group","SHA1","ID","Folder","FileName","Title","Transliterated Name","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
ARCHED10,,006e8dd9962e29dfe5361b02e09822d73a0dd730,,,,,,,,,,?,,,,,,,,,,,,
AQUARIUM,,0396b86e3123fe396264708e34cd00488bead764,,,,,,,,,,?,,,,,,,,,,,,
CCITY,,0496e92b768ed9f343ab265ca31157e9cfe4a349,,,,,,,,,,?,,,,,,,,,,,,
1PSTDM,,04e83c051d6a654be126b12a8aeb211ced315e54,,,"Power Stadium",,,,,,,!,,,,,,,,,,,,
CONCERT,,0a32ff35fb73259ffa3440a42dcc39ec7b8e3d39,,,,,,,,,,?,,,,,,,,,,,,
JL-APTMT,,0b1c21fd7781f96a7be9881bbe8f879206c5d0aa,,,,,,,,,,?,,,,,,,,,,,,
CASTLWAR,,0b90d1a2934124c9543e7eedc05ea920e5bc1dad,,,,,,,,,,?,,,,,,,,,,,,
CASTLE,,0cbac65f24233f391c064067c86b05f9b3af20df,,,,,,,,,,,,,,,,,,,,,,
BARTMAP3,,0de4de924f3fa519fc5073835ba60384c352cd3c,,,"Bart Map 3",,,,,,,,,,,,,,,,,,,
BLAZE,,0e1062aa7a3899ad19388aed604e25f2eda12bd3,,,,,,,,,,?,,,,,,,,,,,,
CHASER,,0e615bb48a99a1219e3ae00a1302191402aee844,,,,,,,,,,?,,,,,,,,,,,,
ASSAULT,,0fc9af04ade97e19b7fd46ec7c719e4ebcec4529,,,,,,,,,,,,,,,,,,,,,,
ASSNINE,,0fe35bbe9859f050dfce0e9e884ef79ac44642f5,,,,,,,,,,?,,,,,,,,,,,,
1ON1,,1002a0155097a49a2c55c28b66e7ae8a828dbbf2,,,"One on One",,,,,,,!,,,,,,,,,,,,
CLUB,,101f32140665943b99ff305344227733b2ffadc5,,,,,,,,,,?,,,,,,,,,,,,
2COOL,,11720df6ec34fc8fb066c68c8b01eb51b2053829,,,"2 Cool",,,,,,,!,,,,,,,,,,,,
BRAD&CO3,,13c2e7be54c2be125f4c4c5738bce48f941ace5d,,,"Brad & Co. 3",,,,,,,,,,,,,,,,,,,
ALLWEST,,14763a8817401aef01d818ba650a8e265055e4b9,,,"All West",,,,,,,,,,,,,,,,,,,
BAR2,,16846ecce1e2c55eb48e0d6747a24117fc9913ff,,,,,,,,,,?,,,,,,,,,,,,
ALPHA_X,,174cc600776b450648aa0281c202abbc4412f9e6,,,"Alpha X",,,,,,,,,,,,,,,,,,,
HOTELCA5,,17c0135113d96a24e48667084c8334a588a78752,,,,,,,,,,?,,,,,,,,,,,,
SCREW-U2,,1925eb6344b7fde0f752d5e948855e073fee5f31,,,,,,,,,,?,,,,,,,,,,,,
CU-LATER,,195604ab5802f3262aad2ed057a577aecfd50d1c,,,,,,,,,,?,,,,,,,,,,,,
CHEVY,,1a80044a697d7d6931bcba9ba4a251bb7347d2b4,,,,,,,,,,,,,,,,,,,,,,
CHEVY2,,1a83375918d7f709aa666486978e910123522284,,,,,,,,,,?,,,,,,,,,,,,
BLOCKWAR,,1bdd17768e342fe8f5c7daf8af5adb07163f4086,,,,,,,,,,,,,,,,,,,,,,
ASS2084,,23f953397425254ce00d215420bec880da8283fb,,,,,,,,,,?,,,,,,,,,,,,
CITYLIT,,281171eed6a59aa98e353801853e392b88e70ee0,,,,,,,,,,,,,,,,,,,,,,
ASSAULT7,,294eff4513cc5d565f4de263a53f35f8908e6e64,,,,,,,,,,?,,,,,,,,,,,,
BLADE,,2966f59edc031dc7394363f2335099299508fbba,,,,,,v1.0,,,,,,,,,,,,,,,,
UNCHURCH,,2a408e57de06e9b8b0bee4267aedafd990acaabc,,,,,,,,,,?,,,,,,,,,,,,
DAYOFF,,2ceca17bf135048f4dab146c675e4e1804554673,,,,,,,,,,?,,,,,,,,,,,,
BLIND,,2dc602dc1db0dcc39f6f8711cf94708948d602c7,,,,,,,,,,?,,,,,,,,,,,,
BLOCK,,2e4b245763537fdc0a60a9529326aedce7552fce,,,,,,,,,,,,,,,,,,,,,,
NITELIFE,,2f025ba1dd830ee4cb6a73e83714d67de376e8e7,,,,,,,,,,?,,,,,,,,,,,,
FREEFALL,,3075e09d06acc3d597fc9b05f3bfcfc101bf6b06,,,,,,,,,,?,,,,,,,,,,,,
CITYPIT,,307a9e580f7f904a9ff11c3e8341afe7c70138c9,,,,,,,,,,?,,,,,,,,,,,,
7TASPLAZ,,30e76258e2e5edd5b9ac54a1603823be60f5921d,,,,,,,,,,?,,,,,,,,,,,,
DEATH11,,314b868cbf53fcf97fc5a1614b051b8d0895fe76,,,,,,,,,,?,,,,,,,,,,,,
FORTRESS,,33c77ee99bbd62672bedfc6b9615e4076d08c8ec,,,,,,,,,,?,,,,,,,,,,,,
COVERT_O,,33f3e6c3673289ad1bfb17fdb0aa3802d25d54dc,,,,,,,,,,?,,,,,,,,,,,,
AQUA,,3420d717fe12a90326c1def5f12c0b06d8b852e1,,,,,,,,,,,,,,,,,,,,,,
3TASRSCH,,350e2d6711d1a6cba80f669f53b3afc4f6e6ab57,,,,,,,,,,?,,,,,,,,,,,,
IWOGIMA1,,35c142703b990697ba92633d6779c5a8d4154eb9,,,,,,,,,,?,,,,,,,,,,,,
CHURCH,,36ca09c3cdda936d81b6a7135a3e23e23a3c9292,,,"Church of Satan",,,,,,,,,,,,,,,,,,,
AZNEER13,,372c2085038f8102244615198e2fe31ec401d5f8,,,,,,,,,,?,,,,,,,,,,,,
BUSTEDUP,,39a155fbfa7525f55b83ed1f4980048e6588a281,,,,,,,,,,?,,,,,,,,,,,,
CITY,,3b3f83dd32bd3f500a48fa2d60644dadea39a8d1,,,"City of Death",,,,,,,,,,,,,,,,,,,
BRAWL,,3b92ed75575d0550739729f611b738b5e67894bc,,,"The Dukematch Brawl",,,,,,,,,,,,,,,,,,,
AGONY,,3cee0970dcb57170f909b2bb2c8632fa94678a3d,,,,,,,,,,?,,,,,,,,,,,,
111DM,,40c46143fc2d3f15181378f34be3a53eb7a118c9,,,"A little Dm level with 3 1s",,,,,,,!,,,,,,,,,,,,
AQUA2,,41eec3fa814c790bc40a3266e75fb470dbd2647e,,,,,,,,,,,,,,,,,,,,,,
BOMBV3,,441ef26c1f74741941c194b6b3bd3cef56202f94,,,,,,,,,,?,,,,,,,,,,,,
ANSLEM,,44783ac21f2af6500752b0ae178dc564f16c3d26,,,,,,,,,,,,,,,,,,,,,,
BRIDGEOD,,4573854f4a1569c69c48b37999e13335340eafd8,,,"Bridges O' Duke",,,,,,,,,,,,,,,,,,,
ACHES_1,,459556634ff9a1a8f07015e8a551fa19fbb320fc,,,,,,,,,,?,,,,,,,,,,,,
WESTWRLD,,4707f1e07875578c7653d07226f435e10d9da8ac,,,,,,,,,,?,,,,,,,,,,,,
BETATWO,,490da041a01be2e4271b2f457c6125e81c411bd2,,,,,,,,,,?,,,,,,,,,,,,
STREET,,49aa5dcc6f95cd7f4c6675058c8b41fc0769925d,,,,,,,,,,?,,,,,,,,,,,,
ASSTEN,,4e269e537b4b85ea65a61c0538c12c451b9da443,,,,,,,,,,?,,,,,,,,,,,,
BARTMAP8,,4fd220548593dcb0c4492eb040b4a955b1bcf673,,,,,,,,,,?,,,,,,,,,,,,
BRIDGES,,5186bffc2672e69e3e1a62d6b3187c507faa4f0b,,,,,,,,,,,,,,,,,,,,,,
BULL3,,548e88ec17ea91b49f09b04c75cf6d8dd6f0af0f,,,,,,,,,,?,,,,,,,,,,,,
BETA7,,549076917db5fb1950cd495f04b50ed9df3dcda8,,,,,,,,,,?,,,,,,,,,,,,
BOOGYMAN,,56b8b97edcf9b4f4fc1a9a03a3325f575abb6718,,,,,,,,,,,,,,,,,,,,,,
CANYONXL,,573336767f7abf5eb25d8181f843fde90f73e525,,,"The Canyon Extra Large",,,,,,,,,,,,,,,,,,,
BARTMAP4,,57704485048fb1a789584e7d552d81f858e529a1,,,,,,,,,,?,,,,,,,,,,,,
BIGPC,,5909c52d459e7e8424444b88495bae863b68e8a5,,,,,,,,,,?,,,,,,,,,,,,
