"Group","SHA1","ID","Folder","FileName","Title","[Removed]","Sort Title","Version","Year","Publisher","Zone","DumpStatus","Dump Info","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack","Extra Parameters"
ARCHED10,,006e8dd9962e29dfe5361b02e09822d73a0dd730,,,,,,v1.0,,,,?,,,,,,,,,,,,
MOONWAR2,,008cb368900cdb55a7ab93d5a64442b750883feb,,,,,,,,,,?,,,,,,,,,,,,
QUEST2,,0183b4ab3ec01a129cb0a26e2af916b6b81978b2,,,,,,,,,,?,,,,,,,,,,,,
REDSKY,,01f0dc9214eefff39ddc160c127316e0eea96118,,,,,,,,,,?,,,,,,,,,,,,
DTOWERS,,0244b71d7f6c8b1dc9483d428d08577ad2ab0e18,,,,,,,,,,?,,,,,,,,,,,,
WFALLS,,024f9e9d43152175ade34ddb74b7440a6b074448,,,,,,,,,,?,,,,,,,,,,,,
Aquarium,,0396b86e3123fe396264708e34cd00488bead764,,,,,,,,,,?,,,,,,,,,,,,
TOWERS2,,03da6a9029ce71a4d79c4cf72a5a1c7b39797c31,,,,,,,,,,?,,,,,,,,,,,,
E2L5,,03ed83b6a2fc515c9a149e6ce6f14a07de931781,,,,,,,,,,?,,,,,,,,,,,,
QUADSTRY,,0445be98badcd514d58f33bf537907673991514c,,,,,,,,,,?,,,,,,,,,,,,
CCITY,,0496e92b768ed9f343ab265ca31157e9cfe4a349,,,,,,,,,,?,,,,,,,,,,,,
1PSTDM,,04e83c051d6a654be126b12a8aeb211ced315e54,,,,,,,,,,!,,,,,,,,,,,,
THE_DUEL,,052704c66d11129998ebcb406a1e6fbe6634243e,,,,,,,,,,?,,,,,,,,,,,,
SHORTVIL,,055ef35b5759c93265bf56ac3b537812c8095c46,,,,,,,,,,?,,,,,,,,,,,,
STARGATE,,059ddae42a05a3166c4a08a570df26a3f0850409,,,,,,,,,,?,,,,,,,,,,,,
STEALTHZ,,064ce5c651517c7e2ee26f5897525c790f5ca5e7,,,,,,,,,,?,,,,,,,,,,,,
PIGFARM,,088d3858516dab89917ec49d45a4822513c6a9db,,,,,,,,,,?,,,,,,,,,,,,
THEISLE,,08ebcef2232406e1b8f88ed13742b570c737e9d8,,,,,,,,,,?,,,,,,,,,,,,
DMSEWER,,09a463966428e512905c6255e808b1f879e0a830,,,,,,,,,,?,,,,,,,,,,,,
TENSPANK,,09d0399e9cd5766a277e5c2b95942440c29099b3,,,,,,,,,,?,,,,,,,,,,,,
"Concert Hall",,0a32ff35fb73259ffa3440a42dcc39ec7b8e3d39,,,,,,,,,,?,,,,,,,,,,,,
KNGOFMNT,,0a7e7dc956e3166aaefc6292f146456fe96b56c0,,,,,,,,,,?,,,,,,,,,,,,
"Jenn's Apartment",,0b1c21fd7781f96a7be9881bbe8f879206c5d0aa,,,,,,,,,,?,,,,,,,,,,,,
SUBTSLUG,,0b316cc6d07e1713687daa9723379d026afe913e,,,,,,,,,,?,,,,,,,,,,,,
MOON36,,0b7fe7c030b68bfc2d158e0d167fb15d23a20bd5,,,,,,,,,,?,,,,,,,,,,,,
"Castle War",,0b90d1a2934124c9543e7eedc05ea920e5bc1dad,,,,,,,,,,?,,,,,,,,,,,,
CASTLE,,0cbac65f24233f391c064067c86b05f9b3af20df,,,,,,,,,,,,,,,,,,,,,,
FRAGCITY,,0dc54b944de91cc7725bb3c76620132c58f4472c,,,,,,,,,,?,,,,,,,,,,,,
AJRCIT,,0dd9593893283f0300361ccb1ee6d58bb3855632,,,,,,,,,,?,,,,,,,,,,,,
"Bart Map 3",,0de4de924f3fa519fc5073835ba60384c352cd3c,,,,,,,,,,,,,,,,,,,,,,
Blaze,,0e1062aa7a3899ad19388aed604e25f2eda12bd3,,,,,,,,,,?,,,,,,,,,,,,
Chaser,,0e615bb48a99a1219e3ae00a1302191402aee844,,,,,,,,,,?,,,,,,,,,,,,
WESTERN,,0f193dbb5e87057b7c10b1262a0db4e337c6547d,,,,,,,,,,?,,,,,,,,,,,,
DUNGEON,,0f6a10c1e4140a18923ba0c2309cf5c07fdb3ab8,,,,,,,,,,?,,,,,,,,,,,,
NCLUB,,0fb8715acb85140d050d9a92e864140d55e11970,,,,,,,,,,?,,,,,,,,,,,,
Assault,,0fc9af04ade97e19b7fd46ec7c719e4ebcec4529,,,,,,,,,,,,,,,,,,,,,,
"Assault Nine",,0fe35bbe9859f050dfce0e9e884ef79ac44642f5,,,,,,,,,,?,,,,,,,,,,,,
1ON1,,1002a0155097a49a2c55c28b66e7ae8a828dbbf2,,,,,,,,,,!,,,,,,,,,,,,
CLUB,,101f32140665943b99ff305344227733b2ffadc5,,,,,,,,,,?,,,,,,,,,,,,
MINDGA~1,,115f0db0b947c4cecd9495ba0af25d10ffea51c7,,,,,,,,,,?,,,,,,,,,,,,
"2 Cool",,11720df6ec34fc8fb066c68c8b01eb51b2053829,,,,,,,,,,!,,,,,,,,,,,,
SURVIVE,,11e2bfda3fdb029ab6d15a678343353ddd0b5017,,,,,,,,,,?,,,,,,,,,,,,
OILRIG1,,12e7afb0ce9c8bce9d8bd68e75de0e0576e48fd1,,,,,,,,,,?,,,,,,,,,,,,
LASHER,,13038b77fb1008a2d07253151446b0bd5820ec3d,,,,,,,,,,?,,,,,,,,,,,,
BRAD&CO3,,13c2e7be54c2be125f4c4c5738bce48f941ace5d,,,,,,,,,,,,,,,,,,,,,,
E1M4,,1463239a6de8b9becc0edca6be40d07d66d37a78,,,,,,,,,,?,,,,,,,,,,,,
"All West",,14763a8817401aef01d818ba650a8e265055e4b9,,,,,,,,,,,,,,,,,,,,,,
RBDMCAVE,,14cb9b0ac164d1a0dc7048289ea9ad00412cd4e3,,,,,,,,,,?,,,,,,,,,,,,
RUNEST1A,,151f2f9825e2c7150345cbd8093608f29104b9e1,,,,,,,,,,?,,,,,,,,,,,,
MEBEBAD,,154b198d075a7582289a6b214e9869414fc8ba2d,,,,,,,,,,?,,,,,,,,,,,,
POOLDETH,,159ff4c776d2a3ba0c23f192f60dfce69e5e0e64,,,,,,,,,,?,,,,,,,,,,,,
MAYHEM,,165676e9e4139bd3f32278ad8879c2dda9e55fe4,,,,,,,,,,?,,,,,,,,,,,,
"Bar 2",,16846ecce1e2c55eb48e0d6747a24117fc9913ff,,,,,,,,,,?,,,,,,,,,,,,
RETASSX2,,16dc5e2871623543e55d682e4f9fb793df4a5b53,,,,,,,,,,?,,,,,,,,,,,,
WEDGE1,,16ed34a5ab6304c573dba160a1bdb61edbda5561,,,,,,,,,,?,,,,,,,,,,,,
JUSTICE3,,171952ced3bcd246c637acce32a41984852e8cc9,,,,,,,,,,?,,,,,,,,,,,,
LOGIC,,1735f7cb3f6523033ade4bdf9c53391e531b2271,,,,,,,,,,?,,,,,,,,,,,,
"Alpha X",,174cc600776b450648aa0281c202abbc4412f9e6,,,,,,,,,,,,,,,,,,,,,,
"Hotel CA",,17c0135113d96a24e48667084c8334a588a78752,,,,,,,,,,?,,,,,,,,,,,,
FUNCHAOS,,17d00a8e11dedf93c4a83ccd8880964b05436c04,,,,,,,,,,?,,,,,,,,,,,,
DMCA,,17e8d0d20ee337c90d67d2867506ec8e9ffaa71b,,,,,,,,,,?,,,,,,,,,,,,
THEDIG,,17efdd00da7f0f6b1d967a276fc4a7289b2a75fd,,,,,,,,,,?,,,,,,,,,,,,
RUNNGUN,,18344739fbdb9a47bb804216cc00b7275bdb0bad,,,,,,,,,,?,,,,,,,,,,,,
